"Record ID","Item type","Content type","ISSN","Languages","Library of Congress classifications","Dewey classifications","Title","Other titles","Creators/Contributors","Publisher","Country of publication","Journal","Publication frequency","Year","Volume","Part/Number","Issue","Supplement","Season/Month","Start page","End page","Citation","British Library shelfmark"
"(Uk)EN032350537","article","text","0031-0182","","QE500","560.45","Frost-shattered debris facies of Younger Dryas age in the coastal sedimentary successions in western Norway: palaeoenvironmental implications","","Blikra, L. H. ; Longva, O.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","1/2","","","","89","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(1/2), 89. (1995)","6343.450000"
"(Uk)EN032350549","article","text","0031-0182","","QE500","560.45","The age and hydrological history of Blue Lake, South Australia","","Allison, G. B. ; Dighton, J. C. ; Leaney, F. W. J. ; Trumbore, S.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","1/2","","","","111","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(1/2), 111. (1995)","6343.450000"
"(Uk)EN032350550","article","text","0031-0182","","QE500","560.45","The Lower Miocene siliceous zone: a marker in the palaeogeographic evolution of the northern Apennines","","Amorosi, A. ; Lucchi, F. R. ; Tateo, F.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","1/2","","","","131","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(1/2), 131. (1995)","6343.450000"
"(Uk)EN032350562","article","text","0031-0182","","QE500","560.45","Paleoecology of whale-fall habitats from deep-water Oligocene rocks, Olympic Peninsula, Washington state","","Barnes, L. G. ; Goedert, J. L. ; Squires, R. L.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","1/2","","","","151","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(1/2), 151. (1995)","6343.450000"
"(Uk)RN000444200","article","text","0031-0182","English","QE500","560.45","Tectonic and paleoclimatic significance of a prominent upper Pennsylvanian (Virgilian/Stephanian) weathering profile, Iowa and Nebraska, USA","","Joeckel, R. M.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","3/4","","","","159","180","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(3/4), 159-180. (1995)","6343.450000"
"(Uk)RN000444212","article","text","0031-0182","English","QE500","560.45","Molluscan death assemblages on the Amazon Shelf: implication for physical and biological controls on benthic populations","","Aller, J. Y.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","3/4","","","","181","212","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(3/4), 181-212. (1995)","6343.450000"
"(Uk)RN000444224","article","text","0031-0182","English","QE500","560.45","Post-glacial Permian stratigraphy and geography of southern and central Africa: boundary conditions for climatic modelling","","Visser, J. N. J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","3/4","","","","213","244","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(3/4), 213-244. (1995)","6343.450000"
"(Uk)RN000444236","article","text","0031-0182","English","QE500","560.45","Rudists as gregarious sediment-dwellers, not reef-builders, on Cretaceous carbonate platforms","","Gili, E. ; Masse, J.-P. ; Skelton, P. W.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","3/4","","","","245","268","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(3/4), 245-268. (1995)","6343.450000"
"(Uk)RN000444248","article","text","0031-0182","English","QE500","560.45","Lake-level fluctuations at Ljustjaernen, central Sweden and their implications for the Holocene climate of Scandinavia","","Almquist-Jacobson, H.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","3/4","","","","269","290","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(3/4), 269-290. (1995)","6343.450000"
"(Uk)RN000444250","book review","text","0031-0182","English","QE500","560.45","Coccolithophores by A. Winter and W.G. Siesser (Editors)","","Backman, J.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","3/4","","","","291","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(3/4), 291. (1995)","6343.450000"
"(Uk)RN000444261","book review","text","0031-0182","English","QE500","560.45","Dinosaur Eggs and Babies by K. Carpenter, et al. (Editors)","","Thulborn, T.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","3/4","","","","292","","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(3/4), 292. (1995)","6343.450000"
"(Uk)RN000444273","book review","text","0031-0182","English","QE500","560.45","Earth's Glacial Record by M. Deynoux et al. (Editors)","","Dreimanis, A.","","Netherlands","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY","monthly","1995","118","3/4","","","","293","295","PALAEOGEOGRAPHY PALAEOCLIMATOLOGY PALAEOECOLOGY 118(3/4), 293-295. (1995)","6343.450000"
"(Uk)RN000528640","article","text","0556-655X","English","QE719","560","Campanian to Maastrichtian Dasycladacean Algae from the Aruma Formation in Central Saudi Arabia","","Okla, S. M.","INSTITUTO TECNOLOGICO GEOMINERO DE ESPANA","Spain","REVISTA ESPANOLA DE MICROPALEONTOLOGIA","4 issues per year","1995","27","3","","","","5","14","REVISTA ESPANOLA DE MICROPALEONTOLOGIA 27(3), 5-14. (1995)","7854.110000"
"(Uk)RN000528651","article","text","0556-655X","English","QE719","560","Ostracoda from Holocene and Pleistocene Lake Sediments of Minnesota","","Swain, F. M.","INSTITUTO TECNOLOGICO GEOMINERO DE ESPANA","Spain","REVISTA ESPANOLA DE MICROPALEONTOLOGIA","4 issues per year","1995","27","3","","","","15","68","REVISTA ESPANOLA DE MICROPALEONTOLOGIA 27(3), 15-68. (1995)","7854.110000"
"(Uk)RN000528663","article","text","0556-655X","English","QE719","560","The Ostracoda from Lee Point on Shoal Bay, Northern Australia: PART 1 - Cladocopa and Platycopina","","Cooke, P. C. B. ; Warne, M. T. ; Whatley, R. C.","INSTITUTO TECNOLOGICO GEOMINERO DE ESPANA","Spain","REVISTA ESPANOLA DE MICROPALEONTOLOGIA","4 issues per year","1995","27","3","","","","69","90","REVISTA ESPANOLA DE MICROPALEONTOLOGIA 27(3), 69-90. (1995)","7854.110000"
"(Uk)RN000528675","article","text","0556-655X","English","QE719","560","Upper Cretaceous Heterohelicidae in the Romanian Black Sea Offshore","","Georgescu, M. D.","INSTITUTO TECNOLOGICO GEOMINERO DE ESPANA","Spain","REVISTA ESPANOLA DE MICROPALEONTOLOGIA","4 issues per year","1995","27","3","","","","91","106","REVISTA ESPANOLA DE MICROPALEONTOLOGIA 27(3), 91-106. (1995)","7854.110000"
"(Uk)RN000528687","article","text","0556-655X","English","QE719","560","Permian Microcodiaceans (Algae, incertae sedis) Sotres Limestones, Asturias","","Mamet, B. ; Martinez-Garcia, E.","INSTITUTO TECNOLOGICO GEOMINERO DE ESPANA","Spain","REVISTA ESPANOLA DE MICROPALEONTOLOGIA","4 issues per year","1995","27","3","","","","107","116","REVISTA ESPANOLA DE MICROPALEONTOLOGIA 27(3), 107-116. (1995)","7854.110000"
"(Uk)RN000528699","article","text","0556-655X","English","QE719","560","Taxonomy and Distribution Patterns of Recent Species of Callistocythere Ruggieri, 1953 (Ostracoda) from the Brazilian Continental Shelf","","Bittencourt-Calcagno, V. M. ; Coimbra, J. C. ; Sanguineti, Y. T.","INSTITUTO TECNOLOGICO GEOMINERO DE ESPANA","Spain","REVISTA ESPANOLA DE MICROPALEONTOLOGIA","4 issues per year","1995","27","3","","","","117","136","REVISTA ESPANOLA DE MICROPALEONTOLOGIA 27(3), 117-136. (1995)","7854.110000"
"(Uk)RN000528705","article","text","0556-655X","French","QE719","560","Donnees micropaleontologiques sur le passage Cretace-Tertiaire de Cote d'lvoire","","De Klasz, I. ; Gouatopka, E. ; N'Da, V. ; Saint-Marc, P.","INSTITUTO TECNOLOGICO GEOMINERO DE ESPANA","Spain","REVISTA ESPANOLA DE MICROPALEONTOLOGIA","4 issues per year","1995","27","3","","","","137","152","REVISTA ESPANOLA DE MICROPALEONTOLOGIA 27(3), 137-152. (1995)","7854.110000"
"(Uk)RN001316746","article","text","0001-6616","","QE701","560","Authentication of Ancient DNA Sequence A Reassessment of 18S rDNA Sequences from a Fossil Dinosaur Egg","","Yang, H.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","671","684","ACTA PALAEONTOLOGICA SINICA 34(6), 671-684. (1995)","0643.000000"
"(Uk)RN001316758","article","text","0001-6616","","QE701","560","Biostratigraphy and Tectonic Implications of Late Ordovician Conodonts from Shiyanhe Formation, Neixiang, Henan","","Mei, S.-L.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","685","697","ACTA PALAEONTOLOGICA SINICA 34(6), 685-697. (1995)","0643.000000"
"(Uk)RN001316760","article","text","0001-6616","","QE701","560","Large Spheroidal Chlorophyta Fossils from Doushantuo Formation Phosphoric Sequence (Late Sinian), Central Guizhou, South China","","Tang, T.-F. ; Xue, Y.-S. ; Yu, C.-L. ; Zhou, C.-M.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","698","710","ACTA PALAEONTOLOGICA SINICA 34(6), 698-710. (1995)","0643.000000"
"(Uk)RN001316771","article","text","0001-6616","","QE701","560","Fossil Conchostracans from Lower Jurassic Badaowan Formation in Nilka County, Xinjiang","","Li, L.-Z. ; Shen, Y.-B.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","711","719","ACTA PALAEONTOLOGICA SINICA 34(6), 711-719. (1995)","0643.000000"
"(Uk)RN001316783","article","text","0001-6616","","QE701","560","Discovery of Limulid Tracks from Qinglong Formation (Lower Triassic) in Nanling, Anhui","","Bi, D.-C. ; Guo, P.-X. ; Qian, M.-P.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","720","728","ACTA PALAEONTOLOGICA SINICA 34(6), 720-728. (1995)","0643.000000"
"(Uk)RN001316795","article","text","0001-6616","","QE701","560","Nonmarine Triassic and Jurassic Ostracods from Tarim Basin","","Zheng, S.-Y.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","729","739","ACTA PALAEONTOLOGICA SINICA 34(6), 729-739. (1995)","0643.000000"
"(Uk)RN001316801","article","text","0001-6616","","QE701","560","Explanation on Evolution of Stromatolites and Their Country Rocks of Marine Triassic System on Lower and Middle Reaches of Yangtze River","","Qian, M.-P.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","740","753","ACTA PALAEONTOLOGICA SINICA 34(6), 740-753. (1995)","0643.000000"
"(Uk)RN001316813","article","text","0001-6616","","QE701","560","Several Brachiopod Populations from Guandi Formation (Upper Silurian) of Qujing, Eastern Yunnan","","Wang, X.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","754","755","ACTA PALAEONTOLOGICA SINICA 34(6), 754-755. (1995)","0643.000000"
"(Uk)RN001316825","article","text","0001-6616","","QE701","560","A Preliminary Report on Miocene Flora from Daotaiqiao Formation of Huanan County, Heilongjiang Province, NE China","","Leng, Q. ; Li, H.-M. ; Liu, G.-W.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","756","759","ACTA PALAEONTOLOGICA SINICA 34(6), 756-759. (1995)","0643.000000"
"(Uk)RN001316837","article","text","0001-6616","","QE701","560","Discovery of Calcareous Nannofossils in Hole W1A, Western Taihu Lake and Its Significance","","Liao, N.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","760","775","ACTA PALAEONTOLOGICA SINICA 34(6), 760-775. (1995)","0643.000000"
"(Uk)RN001316849","article","text","0001-6616","","QE701","560","Overview of Species Concepts and Remarks on infraspecific Classification","","Tong, H.-W.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","776","778","ACTA PALAEONTOLOGICA SINICA 34(6), 776-778. (1995)","0643.000000"
"(Uk)RN001316850","article","text","0001-6616","","QE701","560","First Report on Studying Dinosaur Egg Fossils with Method of Medical CT Scanning","","Jing, W.-D. ; Zuo, O.","ACTA PALAEONTOLOGICA SINICA","China (Republic : 1949-)","ACTA PALAEONTOLOGICA SINICA","bi-monthly","1995","34","6","","","","779","","ACTA PALAEONTOLOGICA SINICA 34(6), 779. (1995)","0643.000000"
"(Uk)RN001324123","article","text","0094-8373","English","QE701","560","The stability of species in taxonomy","","Hughes, N. C. ; Labandeira, C. C.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","401","403","PALEOBIOLOGY -CHICAGO 21(4), 401-403. (1995)","6345.280000"
"(Uk)RN001324135","article","text","0094-8373","English","QE701","560","Tetrapod Origins","","Daeschler, E. B. ; Shubin, N.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","404","409","PALEOBIOLOGY -CHICAGO 21(4), 404-409. (1995)","6345.280000"
"(Uk)RN001324147","article","text","0094-8373","English","QE701","560","Diversity patterns among early gastropods: contrasting taxonomic and phylogenetic descriptions","","Wagner, P. J.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","410","439","PALEOBIOLOGY -CHICAGO 21(4), 410-439. (1995)","6345.280000"
"(Uk)RN001324159","article","text","0094-8373","English","QE701","560","A hierarchical branching model of evolutionary radiations","","Patzkowsky, M. E.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","440","460","PALEOBIOLOGY -CHICAGO 21(4), 440-460. (1995)","6345.280000"
"(Uk)RN001324160","article","text","0094-8373","English","QE701","560","Peregrinella: an Early Cretaceous cold-seep-restricted brachiopod","","Bottjer, D. J. ; Campbell, K. A.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","461","478","PALEOBIOLOGY -CHICAGO 21(4), 461-478. (1995)","6345.280000"
"(Uk)RN001324172","article","text","0094-8373","English","QE701","560","Early Mesozoic (Late Triassic-Early Jurassic) Tethyan brachiopod biofacies: possible evolutionary intra-phylum niche replacement within the Brachiopoda","","Sandy, M. R.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","479","495","PALEOBIOLOGY -CHICAGO 21(4), 479-495. (1995)","6345.280000"
"(Uk)RN001324184","article","text","0094-8373","English","QE701","560","Sexual versus asexual dispersal in clonal animals: examples from cheilostome bryozoans","","Haakansson, E. ; Thomsen, E.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","496","508","PALEOBIOLOGY -CHICAGO 21(4), 496-508. (1995)","6345.280000"
"(Uk)RN001324196","article","text","0094-8373","English","QE701","560","CerioShell: a computer program designed to simulate variation in shell form","","Stone, J. R.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","509","519","PALEOBIOLOGY -CHICAGO 21(4), 509-519. (1995)","6345.280000"
"(Uk)RN001324202","article","text","0094-8373","English","QE701","560","The life orientation of concavo-convex brachiopods: overturning the paradigm","","Lescinsky, H. L.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","520","551","PALEOBIOLOGY -CHICAGO 21(4), 520-551. (1995)","6345.280000"
"(Uk)RN001324214","article","text","0094-8373","English","QE701","560","Oxygen isotope variability in juvenile dinosaurs (Hypacrosaurus): evidence for thermoregulation","","Barrick, R. E. ; Showers, W. J.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","552","560","PALEOBIOLOGY -CHICAGO 21(4), 552-560. (1995)","6345.280000"
"(Uk)RN001324226","article","text","0094-8373","English","QE701","560","Mesozoic avian bone microstructure: physiological implications","","Chiappe, L. M. ; Chinsamy, A. ; Dodson, P.","PALEOBIOLOGY","United States","PALEOBIOLOGY -CHICAGO","4 issues per year","1995","21","4","","","","561","575","PALEOBIOLOGY -CHICAGO 21(4), 561-575. (1995)","6345.280000"
"(Uk)RN001446551","article","text","0377-8398","English","QE719","560","Reworked Paleogene to early Neogene planktic foraminifera: implications of an intriguing distribution at a late Neogene prograding margin, Bahamas","","Lidz, B. H. ; McNeill, D. F.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1995","25","4","","","","221","268","MARINE MICROPALAEONTOLOGY 25(4), 221-268. (1995)","5376.400000"
"(Uk)RN001446563","article","text","0377-8398","English","QE719","560","Benthic foraminiferal distribution and abundance changes in Skagerrak surface sediments: 1937 (Hoeglund) and 1992/1993 data compared","","Alve, E. ; Murray, J. W.","","Netherlands","MARINE MICROPALAEONTOLOGY","4 issues per year","1995","25","4","","","","269","288","MARINE MICROPALAEONTOLOGY 25(4), 269-288. (1995)","5376.400000"
"(Uk)RN001683196","article","text","0024-1164","English","QE701","560","Mesoproterozoic Archaeoellipsoides: akinetes of heterocystous cyanobacteria","","Golubic, S. ; Knoll, A. H. ; Sergeev, V. N.","SCANDINAVIAN UNIVERSITY PRESS","Norway","LETHAIA","4 issues per year","1995","28","4","","","","285","298","LETHAIA 28(4), 285-298. (1995)","5184.950000"
"(Uk)RN001683202","article","text","0024-1164","English","QE701","560","An ostracod-like arthropod with appendages preserved from the lower Ordovician of England","","Rushton, A. W. A. ; Siveter, D. J.","SCANDINAVIAN UNIVERSITY PRESS","Norway","LETHAIA","4 issues per year","1995","28","4","","","","299","308","LETHAIA 28(4), 299-308. (1995)","5184.950000"
"(Uk)RN001683214","article","text","0024-1164","English","QE701","560","Functional morphologies of the columns of Upper Ordovician Xenocrinus and Dendrocrinus","","Donovan, S. K. ; Kallmeyer, J. W. ; Veltkamp, C. J.","SCANDINAVIAN UNIVERSITY PRESS","Norway","LETHAIA","4 issues per year","1995","28","4","","","","309","316","LETHAIA 28(4), 309-316. (1995)","5184.950000"
"(Uk)RN001683226","article","text","0024-1164","English","QE701","560","Proposal for adoption of the base of the Undulograptus austrodentatus Biozone as a global Ordovician stage and series boundary level","","Maletz, J. ; Mitchell, C. E.","SCANDINAVIAN UNIVERSITY PRESS","Norway","LETHAIA","4 issues per year","1995","28","4","","","","317","332","LETHAIA 28(4), 317-332. (1995)","5184.950000"
"(Uk)RN001683238","article","text","0024-1164","English","QE701","560","Growth and variation in the Silurian proetide trilobite Aulacopleura konincki and its implications for trilobite palaeobiology","","Chapman, R. E. ; Hughes, N. C.","SCANDINAVIAN UNIVERSITY PRESS","Norway","LETHAIA","4 issues per year","1995","28","4","","","","333","354","LETHAIA 28(4), 333-354. (1995)","5184.950000"
"(Uk)RN001683240","article","text","0024-1164","English","QE701","560","Dental anomalies in Upper Eocene Anthracotheriidae: a possible case of inbreeding","","Chaimanee, Y. ; Ducrocq, S. ; Jaeger, J.-J. ; Suteethorn, V.","SCANDINAVIAN UNIVERSITY PRESS","Norway","LETHAIA","4 issues per year","1995","28","4","","","","355","360","LETHAIA 28(4), 355-360. (1995)","5184.950000"
